url,ref,cor,status,error
https://photo.anselmi.ind.br/cache/Fotos/24846_D35_1024.jpg,024846,D35,404,
https://photo.anselmi.ind.br/cache/Fotos/24846_324_1024.jpg,024846,324,404,
https://photo.anselmi.ind.br/cache/Fotos/24846_150_1024.jpg,024846,150,404,
https://photo.anselmi.ind.br/cache/Fotos/24846_C32_1024.jpg,024846,C32,404,
https://photo.anselmi.ind.br/cache/Fotos/24845_11_1024.jpg,024845,011,404,
https://photo.anselmi.ind.br/cache/Fotos/24845_116_1024.jpg,024845,116,404,
https://photo.anselmi.ind.br/cache/Fotos/24845_10_1024.jpg,024845,010,404,
https://photo.anselmi.ind.br/cache/Fotos/24845_D80_1024.jpg,024845,D80,404,
https://photo.anselmi.ind.br/cache/Fotos/24845_C25_1024.jpg,024845,C25,404,
https://photo.anselmi.ind.br/cache/Fotos/24845_D44_1024.jpg,024845,D44,404,
https://photo.anselmi.ind.br/cache/Fotos/24845_A67_1024.jpg,024845,A67,404,
https://photo.anselmi.ind.br/cache/Fotos/24845_C32_1024.jpg,024845,C32,404,
https://photo.anselmi.ind.br/cache/Fotos/24845_E14_1024.jpg,024845,E14,404,
https://photo.anselmi.ind.br/cache/Fotos/24845_D82_1024.jpg,024845,D82,404,
https://photo.anselmi.ind.br/cache/Fotos/24845_150_1024.jpg,024845,150,404,
https://photo.anselmi.ind.br/cache/Fotos/24845_B99_1024.jpg,024845,B99,404,
https://photo.anselmi.ind.br/cache/Fotos/881_01_1024.jpg,000881,001,404,
https://photo.anselmi.ind.br/cache/Fotos/504_01_1024.jpg,000504,001,404,
https://photo.anselmi.ind.br/cache/Fotos/10455_728_1024.jpg,010455,728,404,
https://photo.anselmi.ind.br/cache/Fotos/786_01_1024.jpg,000786,001,404,
https://photo.anselmi.ind.br/cache/Fotos/24845_D57_1024.jpg,024845,D57,404,
https://photo.anselmi.ind.br/cache/Fotos/17735_999_1024.jpg,017735,999,404,
https://photo.anselmi.ind.br/cache/Fotos/24845_324_1024.jpg,024845,324,404,
https://photo.anselmi.ind.br/cache/Fotos/754_01_1024.jpg,000754,001,404,
https://photo.anselmi.ind.br/cache/Fotos/14176_02_1024.jpg,014176,002,404,
https://photo.anselmi.ind.br/cache/Fotos/750_01_1024.jpg,000750,001,404,
https://photo.anselmi.ind.br/cache/Fotos/896_01_1024.jpg,000896,IND01,404,
https://photo.anselmi.ind.br/cache/Fotos/45685_04_1024.jpg,045685,001,404,
https://photo.anselmi.ind.br/cache/Fotos/17787_527_1024.jpg,017787,527,404,
https://photo.anselmi.ind.br/cache/Fotos/45685_01_1024.jpg,045685,001,404,
https://photo.anselmi.ind.br/cache/Fotos/909_01_1024.jpg,000909,001,404,
https://photo.anselmi.ind.br/cache/Fotos/908_01_1024.jpg,000908,001,404,
https://photo.anselmi.ind.br/cache/Fotos/912_01_1024.jpg,000912,001,404,
https://photo.anselmi.ind.br/cache/Fotos/14122_03_1024.jpg,014122,003,404,
